Date,Open,High,Low,Close,Volume,OpenInterest
2022-10-07,140.06,140.61,137.02,137.65,85925600,0
2022-10-10,137.97,139.42,136.16,137.97,74899000,0
2022-10-11,137.46,138.89,135.81,136.56,77033700,0
2022-10-12,136.71,137.92,135.75,135.93,70433700,0
2022-10-13,132.64,141.09,132.03,140.5,113224000,0
2022-10-14,141.8,142.0,135.78,135.97,88598000,0
2022-10-17,138.61,140.41,137.83,139.93,85250900,0
2022-10-18,142.96,144.15,138.16,141.25,99136600,0
2022-10-19,139.22,142.43,139.04,141.35,61758300,0
2022-10-20,140.53,143.35,140.17,140.89,64522000,0
2022-10-21,140.38,145.28,140.17,144.71,86548600,0
2022-10-24,144.63,147.61,143.46,146.85,75981900,0
2022-10-25,147.48,149.83,146.76,149.69,74732300,0
2022-10-26,148.33,149.34,145.46,146.75,88194300,0
2022-10-27,145.49,146.45,141.62,142.28,109180200,0
2022-10-28,145.62,154.76,145.25,153.03,164762400,0
2022-10-31,150.49,151.55,149.27,150.67,97943200,0
2022-11-01,152.38,152.74,146.53,148.03,80379300,0
2022-11-02,146.36,149.52,142.48,142.5,93604600,0
2022-11-03,139.59,140.31,136.33,136.46,97918500,0
2022-11-04,139.85,140.42,132.26,136.2,140814800,0
2022-11-07,134.95,136.95,133.53,136.73,83374600,0
2022-11-08,138.19,139.2,135.32,137.3,89908500,0
2022-11-09,136.31,136.36,132.47,132.74,74917800,0
2022-11-10,139.01,144.55,137.3,144.55,118854000,0
2022-11-11,143.52,147.64,142.09,147.34,93979700,0
2022-11-14,146.62,147.91,145.1,145.94,73374100,0
2022-11-15,149.82,151.17,146.22,147.67,89868300,0
2022-11-16,146.78,147.5,144.97,146.44,64218300,0
2022-11-17,144.12,149.09,143.84,148.34,80389400,0
2022-11-18,149.91,150.29,147.6,148.9,74829600,0
2022-11-21,147.79,148.0,145.39,145.67,58724100,0
2022-11-22,145.79,148.05,144.61,147.81,51804100,0
2022-11-23,147.09,149.43,146.98,148.69,58301400,0
2022-11-25,145.97,146.53,144.8,145.77,35195900,0
2022-11-28,142.85,144.33,141.12,141.94,69246000,0
2022-11-29,142.01,142.52,138.13,138.94,83763800,0
2022-11-30,139.17,146.37,138.33,145.69,111380900,0
2022-12-01,145.87,146.78,144.3,145.97,71250400,0
2022-12-02,143.66,145.66,143.35,145.48,65447400,0
2022-12-05,145.44,148.54,143.47,144.32,68826400,0
2022-12-06,144.75,144.98,139.68,140.65,64727200,0
